Country2Code;Year;SP_NumericRating;Fitch_NumericRating;AvgRatingSF;Diff_UP_SF;BudgetBal_NGDP;BudgetBal_NGDP_Var;GGSB_NPGDP;GGSB_NPGDP_Var;GGXWDG_NGDP;GGXWDG_NGDP_Var;GGXWDN_NGDP;GGXWDN_NGDP_Var;NGDP_RPCH;NGDPDPC;NGDPDPC_Var;PCPIPCH;ExtDebtCombinedPercGNI;ExtDebtPercGNI_Var;DefaultLastYear;DefaultLast2Years;DefaultLast5Years;DefaultLast10Years
CA;2007;21;21;-1.0;0;1.83;-0.436;0.74;2.921;66.84;-4.68;22.07;-13.525;2.06;44599.15;10.28;2.13;63.65;7.094;0;0;0;0
CA;2008;21;21;-1.0;0;0.19;-89.863;-0.38;-151.216;67.83;1.481;18.45;-16.411;1;46660.87;4.623;2.39;60.28;-5.296;0;0;0;0
CA;2009;21;21;-1.0;0;-3.89;-2203.243;-1.81;-377.309;79.28;16.878;24.35;32.007;-2.95;40831.1;-12.494;0.3;81.67;35.478;0;0;0;0
CA;2010;21;21;-1.0;0;-4.75;-22.025;-3.4;-87.728;81.1;2.288;26.79;9.982;3.08;47512.68;16.364;1.77;77.46;-5.152;0;0;0;0
CA;2011;21;21;-1.0;0;-3.32;30.139;-2.69;20.701;81.51;0.513;27.14;1.337;3.14;52142.72;9.745;2.89;75.04;-3.123;0;0;0;0
CA;2012;21;21;-1.0;0;-2.53;23.696;-1.86;31.118;84.84;4.082;28.22;3.972;1.75;52574.87;0.829;1.53;84.04;12;0;0;0;0
CA;2013;21;21;-1.0;0;-1.88;25.8;-1.42;23.72;86.08;1.462;29.38;4.093;2.22;52345.31;-0.437;0.93;82.29;-2.085;0;0;0;0
CA;2014;21;21;-1.0;0;-0.5;73.269;-0.54;62.049;86.2;0.141;28.07;-4.453;2.47;50252.09;-3.999;1.92;86.9;5.595;0;0;0;0
CA;2015;21;21;-1.0;0;-1.69;-236.255;-1.28;-138.92;91.47;6.108;26.67;-4.967;1.18;43331.96;-13.771;1.11;101.08;16.326;0;0;0;0
CH;1994;21;21;-1.0;0;-2.29;0;-2.25;0;49.97;0;23.7;0;1.33;41883.09;0;0.85;0;0;1;1;1;1
CH;1995;21;21;-1.0;0;-1.53;33.435;-1.37;39.103;52.84;5.729;25.67;8.335;0.56;48717.39;16.318;1.8;0;0;1;1;1;1
CH;1996;21;21;-1.0;0;-1.77;-15.803;-1.37;0.073;54.29;2.742;27.75;8.115;0.55;46684.22;-4.173;0.81;0;0;1;1;1;1
CH;1997;21;21;-1.0;0;-2.27;-28.539;-2.03;-47.994;56.95;4.9;29.58;6.583;2.28;40468.49;-13.314;0.52;0;0;1;1;1;1
CH;1998;21;21;-1.0;0;-1.19;47.753;-1.23;39.33;59.35;4.223;30.68;3.722;2.87;41520.76;2.6;0.02;0;0;1;1;1;1
CH;1999;21;21;-1.0;0;-0.24;80.101;-0.14;89.033;55.77;-6.032;34.74;13.22;1.59;40622.23;-2.164;0.81;0;0;1;1;1;1
CH;2000;21;21;-1.0;0;2.21;1037.712;1.86;1480;54.56;-2.166;34.85;0.322;4.17;37948.71;-6.581;1.56;0;0;1;1;1;1
CH;2001;21;21;-1.0;0;0.7;-68.324;0.67;-63.875;53.54;-1.879;35.72;2.511;1.46;38741.83;2.09;0.99;0;0;1;1;1;1
CH;2002;21;21;-1.0;0;-0.09;-113.124;0.4;-40.267;60.35;12.716;39.69;11.105;0.15;41535.47;7.211;0.64;0;0;1;1;1;1
CH;2003;21;21;-1.0;0;-1.3;-1316.304;-0.34;-184.577;59.45;-1.491;39.81;0.31;0.08;48182.85;16.004;0.64;215.01;0;1;1;1;1
CH;2004;21;21;-1.0;0;-1.26;2.993;-0.66;-94.118;60.77;2.224;45.75;14.907;2.64;53361.23;10.747;0.8;216.69;0.779;1;1;1;1
CH;2005;21;21;-1.0;0;-0.56;56.013;-0.36;44.848;58.26;-4.134;42.7;-6.669;3.09;54959.28;2.995;1.17;207.31;-4.329;1;1;1;1
CH;2006;21;21;-1.0;0;0.86;255.216;0.47;229.121;51.67;-11.312;37.45;-12.284;4.15;57595.48;4.797;1.06;236.82;14.237;1;1;1;1
CH;2007;21;21;-1.0;0;1.62;87.949;0.74;57.66;49.53;-4.144;30.17;-19.44;4.14;63649.69;10.512;0.74;315;33.014;1;1;1;1
CH;2008;21;21;-1.0;0;1.76;8.385;0.84;12.686;49.4;-0.26;29.29;-2.92;2.19;72748.13;14.295;2.43;244.11;-22.506;1;1;1;1
CH;2009;21;21;-1.0;0;0.6;-65.586;0.97;16.287;47.34;-4.17;27.49;-6.162;-2.13;70233.01;-3.457;-0.48;231.2;-5.289;1;1;1;1
CH;2010;21;21;-1.0;0;0.32;-47.603;0.44;-55.201;46.13;-2.544;26.43;-3.853;2.86;74563.98;6.167;0.68;226.16;-2.179;1;1;1;1
CH;2011;21;21;-1.0;0;0.46;44.795;0.57;30.345;46.03;-0.228;26.22;-0.776;1.94;88516.68;18.712;0.23;205.87;-8.973;1;1;1;1
CH;2012;21;21;-1.0;0;-0.01;-102.614;0.29;-48.854;46.63;1.312;25.52;-2.673;1.12;83648.06;-5.5;-0.7;236.73;14.991;1;1;1;1
CH;2013;21;21;-1.0;0;-0.16;-1191.667;0.08;-74.138;46.35;-0.6;25.24;-1.101;1.78;85240.72;1.904;-0.22;237.28;0.232;1;1;1;1
CH;2014;21;21;-1.0;0;-0.17;-7.097;-0.07;-197.333;45.66;-1.491;24.55;-2.734;1.89;86145.83;1.062;-0.01;225.88;-4.803;1;1;1;1
CH;2015;21;21;-1.0;0;-0.23;-41.566;0;100;45.63;-0.072;24.52;-0.138;0.86;80675.31;-6.35;-1.14;248.14;9.853;1;1;1;1
CL;1994;14;14;-1.0;0;1.45;0;0;0;22.83;0;8.11;0;5.67;4017.86;0;11.44;0;0;0;0;1;1
CL;1995;15;15;-1.0;0;3.13;115.713;0;0;17.41;-23.723;3.93;-51.597;10.49;5090.12;26.687;8.23;0;0;0;0;1;1
CL;1996;15;15;-1.0;0;2.1;-33.067;0;0;14.75;-15.281;1.46;-62.863;7.36;5321.97;4.555;7.36;0;0;0;0;0;1
CL;1997;15;15;-1.0;0;2.06;-1.623;0;0;12.92;-12.458;-0.44;-129.904;6.61;5733.65;7.735;6.13;0;0;0;0;0;1
CL;1998;15;15;-1.0;0;0.39;-80.932;0;0;12.18;-5.668;-0.28;36.468;3.27;5437.33;-5.168;5.11;0;0;0;0;0;1
CL;1999;15;15;-1.0;0;-2.03;-615.776;0;0;13.34;9.497;1.64;690.253;-0.71;4950.72;-8.949;3.34;0;0;0;0;0;1
CL;2000;15;15;-1.0;0;-0.7;65.664;0;0;13.19;-1.117;3.08;88.502;4.47;5064.47;2.298;3.84;0;0;0;0;0;1
CL;2001;15;15;-1.0;0;-0.5;28.736;0.66;0;14.4;9.127;5.59;81.376;3.34;4577.86;-9.608;3.57;0;0;0;0;0;0
CL;2002;15;15;-1.0;0;-1.17;-136.694;0.32;-51.745;15.09;4.807;7.6;35.975;2.17;4474.2;-2.264;2.49;0;0;0;0;0;0
CL;2003;15;15;-1.0;0;-0.42;64.395;0.54;68.553;12.64;-16.213;6.53;-14.156;3.39;4804.84;7.39;2.81;60.49;0;0;0;0;0
CL;2004;16;15;-1.0;1;2.05;589.713;0.51;-4.664;10.29;-18.567;3.98;-38.958;6.8;6203.69;29.113;1.06;47.66;-21.209;0;0;0;0
CL;2005;16;16;-1.0;0;4.54;121.837;0.49;-5.088;7;-32.028;-0.01;-100.126;6.31;7612.49;22.709;3.05;40.6;-14.814;0;0;0;0
CL;2006;16;16;-1.0;0;7.47;64.413;0.81;67.629;4.99;-28.627;-6.63;-132480;5.83;9473.36;24.445;3.39;35.67;-12.152;0;0;0;0
CL;2007;17;16;-1.0;1;7.93;6.228;0.54;-34.071;3.89;-22.107;-12.97;-95.61;5.21;10486.5;10.695;4.41;34.73;-2.627;0;0;0;0
CL;2008;17;16;-1.0;1;3.93;-50.41;-1.52;-382.649;4.92;26.452;-19.28;-48.654;3.25;10760.85;2.616;8.72;38.11;9.726;0;0;0;0
CL;2009;17;16;-1.0;1;-4.25;-208.085;-4.27;-181.848;5.83;18.601;-10.56;45.201;-1.08;10197.89;-5.231;1.48;45.15;18.481;0;0;0;0
CL;2010;17;16;-1.0;1;-0.36;91.461;-2.46;42.506;8.6;47.412;-7.03;33.409;5.75;12731.8;24.847;1.41;41.88;-7.238;0;0;0;0
CL;2011;17;17;-1.0;0;1.43;493.939;-1.05;57.393;11.15;29.686;-8.62;-22.491;5.79;14525.65;14.09;3.34;41.92;0.074;0;0;0;0
CL;2012;18;17;-1.0;1;0.69;-52.028;-0.13;87.572;12.03;7.863;-6.82;20.822;5.55;15198.95;4.635;3.01;47.38;13.043;0;0;0;0
CL;2013;18;17;-1.0;1;-0.47;-168.805;-1.03;-689.231;12.79;6.334;-5.65;17.18;4.03;15713.17;3.383;1.93;50.46;6.498;0;0;0;0
CL;2014;18;17;-1.0;1;-1.5;-218.008;-1.46;-42.69;15.06;17.738;-4.38;22.46;1.83;14517.14;-7.612;4.4;59.61;18.121;0;0;0;0
CL;2015;18;17;-1.0;1;-2.34;-55.896;-2.03;-38.866;17.06;13.246;-4.54;-3.698;2.07;13340.91;-8.102;4.3;66.52;11.595;0;0;0;0
CN;2006;16;16;-1.0;0;-1.14;18.286;-0.65;-24.038;31.97;-5.286;;0;12.7;2093.55;19.463;1.5;11.77;-5.657;0;0;0;0
CN;2008;17;17;-1.0;0;-0.02;-142.373;-0.32;-128.777;31.65;-8.181;;0;9.6;3437.41;28.207;5.9;8.25;-21.621;0;0;0;0
CN;2009;17;17;-1.0;0;-1.79;-7044;-1.84;-479.245;36.92;16.661;;0;9.2;3800.27;10.556;-0.7;8.83;7.005;0;0;0;0
CN;2010;18;17;-1.0;1;0.62;134.714;0.58;131.433;35.11;-4.9;;0;10.61;4478.49;17.847;3.3;9.31;5.425;0;0;0;0
CN;2011;18;17;-1.0;1;-0.1;-115.806;-0.07;-111.917;35.3;0.53;;0;9.46;5523.46;23.333;5.4;9.57;2.804;0;0;0;0
CN;2012;18;17;-1.0;1;-0.68;-591.837;-0.47;-575.362;36.93;4.623;;0;7.7;6256.36;13.269;2.65;8.89;-7.064;0;0;0;0
CN;2013;18;17;-1.0;1;-0.84;-24.189;-0.5;-7.511;39.45;6.826;;0;7.7;6995.25;11.81;2.62;9.25;4.037;0;0;0;0
CN;2014;18;17;-1.0;1;-0.92;-8.907;-0.48;4.391;41.12;4.228;;0;7.3;7625.79;9.014;1.99;9.3;0.486;0;0;0;0
CN;2015;18;17;-1.0;1;-2.74;-199.237;-2.44;-408.559;43.9;6.761;;0;6.9;7989.72;4.772;1.44;0;-100;0;0;0;0
CM;2003;7;7;-1.0;0;0.65;0;;0;60.27;0;60.27;0;4.03;807.33;0;0.63;87.11;0;1;1;1;1
CM;2007;7;7;-1.0;0;4.67;-85.779;;0;11.96;-24.63;11.96;-24.63;3.26;1085.19;10.763;1.13;15.48;-19.831;1;1;1;1
CM;2008;7;7;-1.0;0;2.23;-52.195;;0;9.72;-18.744;9.72;-18.744;2.89;1208.9;11.4;5.34;12.38;-20.035;1;1;1;1
CM;2009;7;7;-1.0;0;-0.05;-102.195;;0;10.09;3.881;10.09;3.881;1.93;1176.48;-2.682;3.04;13.92;12.398;1;1;1;1
CM;2010;7;7;-1.0;0;-1.09;-2114.286;;0;11.53;14.219;11.53;14.219;3.27;1158.78;-1.504;1.28;13.65;-1.911;1;1;1;1
CM;2011;7;7;-1.0;0;-2.6;-139.447;;0;13.25;14.904;13.25;14.904;4.14;1271.21;9.702;2.94;11.77;-13.744;1;1;1;1
CM;2012;7;7;-1.0;0;-1.59;38.761;;0;15.43;16.489;15.43;16.489;4.6;1234.37;-2.898;2.38;14.36;21.947;1;1;1;1
CM;2013;7;7;-1.0;0;-3.95;-148.46;;0;18.66;20.961;18.66;20.961;5.55;1344.34;8.909;2.05;16.94;17.962;1;1;1;1
CM;2014;7;7;-1.0;0;-4.71;-19.024;;0;27.96;49.804;27.96;49.804;5.93;1402.8;4.349;1.85;16.65;-1.683;1;1;1;1
CM;2015;7;7;-1.0;0;-5.75;-22.21;;0;33.51;19.851;33.51;19.851;5.87;1232.42;-12.145;2.75;0;-100;1;1;1;1
CO;2002;10;10;-1.0;0;-3.43;-18.414;-2.38;24.389;47.24;15.694;30.74;-8.351;2.5;2369.91;-1.502;6.35;34.09;-8.076;1;1;1;1
CO;2003;10;10;-1.0;0;-2.69;21.695;-1.16;51.384;44.75;-5.269;37.48;21.926;3.92;2261.58;-4.571;7.13;39.64;16.262;1;1;1;1
CO;2004;10;10;-1.0;0;-1.26;52.994;0.09;107.765;41.21;-7.9;32.51;-13.26;5.33;2763.7;22.202;5.9;32.96;-16.846;1;1;1;1
CO;2005;10;10;-1.0;0;-0.01;98.892;0.57;534.444;38.28;-7.109;27.96;-14.008;4.71;3416.9;23.635;5.05;25.94;-21.288;0;1;1;1
CO;2006;10;10;-1.0;0;-0.99;-6985.714;-1.33;-332.574;35.75;-6.609;25.29;-9.547;6.7;3749.84;9.744;4.29;23.99;-7.536;0;0;1;1
CO;2007;11;11;-1.0;0;-0.85;14.617;-2.02;-52.108;32.47;-9.188;22.48;-11.116;6.9;4722.94;25.95;5.54;21.75;-9.338;0;0;1;1
CO;2008;11;11;-1.0;0;-0.25;70.248;-1.18;41.733;32.14;-1.001;22.27;-0.93;3.55;5495.98;16.368;7;19.74;-9.238;0;0;1;1
CO;2009;11;11;-1.0;0;-2.8;-1009.127;-2.29;-94.562;35.17;9.417;26.15;17.429;1.65;5200.05;-5.385;4.2;23.53;19.217;0;0;0;1
CO;2010;11;11;-1.0;0;-3.3;-17.996;-2.55;-11.441;36.44;3.605;28.45;8.796;3.97;6305.29;21.254;2.27;23.14;-1.662;0;0;0;1
CO;2011;12;12;-1.0;0;-1.98;39.842;-2.64;-3.605;35.63;-2.209;27.07;-4.854;6.59;7305.22;15.859;3.42;23;-0.609;0;0;0;1
CO;2012;12;12;-1.0;0;0.08;104.083;-1.47;44.516;34.07;-4.386;24.87;-8.117;4.04;7933.53;8.601;3.17;21.58;-6.183;0;0;0;1
CO;2013;13;13;-1.0;0;-0.86;-1161.728;-2.53;-72.324;37.8;10.93;27.01;8.609;4.87;8065.22;1.66;2.02;24.39;13.023;0;0;0;1
CO;2014;13;13;-1.0;0;-1.76;-104.419;-3.13;-23.774;44.28;17.164;33.79;25.093;4.39;7928.06;-1.701;2.9;27.98;14.733;0;0;0;0
CO;2015;13;13;-1.0;0;-2.84;-61.661;-3.3;-5.465;49.37;11.499;40.26;19.142;3.08;6083.51;-23.266;4.99;38.64;38.106;0;0;0;0
CR;2000;10;10;-1.0;0;-3.38;-56.745;;0;35.66;3.975;;0;1.8;4293.58;1.68;10.96;31.91;5.902;1;1;1;1
CR;2001;10;10;-1.0;0;-3.29;2.573;;0;37.64;5.559;;0;1.08;4256.63;-0.861;11.25;31.05;-2.667;1;1;1;1
CR;2002;10;10;-1.0;0;-4.79;-45.416;;0;39.76;5.63;;0;2.9;4296.02;0.926;9.17;30.89;-0.522;1;1;1;1
CR;2003;10;10;-1.0;0;-3.3;31.148;;0;38.99;-1.934;;0;6.41;4397.75;2.368;9.44;33.73;9.2;1;1;1;1
CR;2004;10;10;-1.0;0;-3.33;-1.001;;0;40;2.598;;0;4.26;4594.76;4.48;12.32;31.44;-6.812;1;1;1;1
CR;2005;10;10;-1.0;0;-2.72;18.223;;0;36.52;-8.69;;0;5.89;4858.94;5.75;13.79;32.82;4.387;1;1;1;1
CR;2006;10;10;-1.0;0;-1.41;48.421;;0;32.47;-11.1;;0;8.78;5401.11;11.158;11.48;31.03;-5.433;1;1;1;1
CR;2007;11;10;-1.0;1;0.31;121.922;;0;26.86;-17.287;;0;7.94;6221.39;15.187;9.36;33.03;6.451;1;1;1;1
CR;2008;11;10;-1.0;1;-0.28;-191.883;;0;24.16;-10.053;;0;2.73;6950.39;11.718;13.42;30.04;-9.06;1;1;1;1
CR;2009;11;10;-1.0;1;-3.51;-1139.576;;0;26.55;9.889;;0;-1.02;6744.44;-2.963;7.84;27.42;-8.718;0;1;1;1
CR;2010;11;10;-1.0;1;-5.27;-50.2;;0;28.41;7.01;;0;4.95;8213.2;21.777;5.67;22.94;-16.359;0;0;1;1
CR;2011;11;11;-1.0;0;-4.17;20.782;;0;29.83;5.02;;0;4.52;9212.37;12.165;4.88;25.27;10.172;0;0;1;1
CR;2012;11;11;-1.0;0;-4.53;-8.601;;0;34.29;14.947;;0;5.17;9988.94;8.43;4.5;32.18;27.346;0;0;1;1
CZ;1995;16;15;-1.0;1;-12.43;0;-13.92;0;13.58;0;;0;0;5759.97;0;0;0;0;1;1;1;1
CZ;1996;16;15;-1.0;1;-3.08;75.257;-4.32;68.989;11.59;-14.653;;0;4.28;6471.71;12.357;8.77;0;0;1;1;1;1
CZ;1997;16;14;-1.0;2;-3.49;-13.593;-3.44;20.315;12.14;4.762;;0;-0.67;5975.51;-7.667;8.59;0;0;1;1;1;1
CZ;1998;15;14;-1.0;1;-4.64;-32.952;-3.52;-2.355;13.93;14.741;;0;-0.32;6441.99;7.807;10.7;0;0;1;1;1;1
CZ;1999;15;14;-1.0;1;-3.45;25.818;-1.94;44.959;15.2;9.108;;0;1.44;6289.77;-2.363;2.1;0;0;1;1;1;1
CZ;2000;15;14;-1.0;1;-3.47;-0.639;-2.43;-25.129;17.03;11.992;;0;4.29;5981.08;-4.908;3.8;0;0;1;1;1;1
CZ;2001;15;14;-1.0;1;-5.34;-53.966;-4.27;-75.918;22.78;33.815;;0;3.05;6584.78;10.094;4.68;0;0;1;1;1;1
CZ;2002;15;14;-1.0;1;-6.27;-17.478;-4.73;-10.9;25.92;13.792;;0;1.65;8007.32;21.603;1.88;0;0;1;1;1;1
CZ;2003;15;15;-1.0;0;-6.4;-2.089;-5.13;-8.328;28.15;8.575;;0;3.6;9744.45;21.694;0.11;36.35;0;1;1;1;1
CZ;2004;15;15;-1.0;0;-2.71;57.654;-2.26;55.902;28.45;1.091;;0;4.95;11669.13;19.752;2.78;39.86;9.671;1;1;1;1
CZ;2007;16;16;-1.0;0;-0.69;69.224;-3.23;22.54;27.81;-0.373;;0;5.53;18393.74;21.156;2.86;43.03;9.707;1;1;1;1
CZ;2011;18;17;-1.0;1;-2.74;37.97;-2.85;32.838;39.88;4.511;;0;1.97;21676.25;9.546;1.93;45.27;-10.272;1;1;1;1
CZ;2012;18;17;-1.0;1;-3.96;-44.631;-1.35;52.757;44.63;11.909;;0;-0.9;19650.91;-9.344;3.29;53.58;18.335;1;1;1;1
CZ;2013;18;17;-1.0;1;-1.25;68.434;0.24;117.546;45.18;1.241;;0;-0.53;19810.38;0.812;1.42;70.18;30.992;1;1;1;1
CZ;2014;18;17;-1.0;1;-1.95;-55.76;-0.85;-461.864;42.74;-5.403;;0;1.98;19526.4;-1.433;0.35;66.97;-4.577;1;1;1;1
CZ;2015;18;17;-1.0;1;-1.89;2.876;-1.8;-111.007;40.95;-4.188;;0;4.22;17256.92;-11.623;0.33;73.38;9.579;1;1;1;1
DE;1994;21;21;-1.0;0;-2.51;18.748;-2.27;13.857;46.82;5.103;0;0;2.53;27116.26;6.562;2.72;0;0;0;0;0;0
DE;1995;21;21;-1.0;0;-9.33;-272.575;-2.85;-25.65;54.12;15.603;33.88;0;1.82;31709.25;16.938;1.73;0;0;0;0;0;0
DE;1996;21;21;-1.0;0;-3.39;63.731;-2.71;4.946;56.91;5.149;37.1;9.507;0.86;30540.23;-3.687;1.26;0;0;0;0;0;0
DE;1997;21;21;-1.0;0;-2.83;16.484;-2.29;15.572;58.1;2.089;38.73;4.388;1.9;27075.42;-11.345;1.51;0;0;0;0;0;0
DE;1998;21;21;-1.0;0;-2.42;14.362;-1.99;13.156;58.74;1.1;40.45;4.449;1.78;27383.31;1.137;0.62;0;0;0;0;0;0
DE;1999;21;21;-1.0;0;-1.54;36.473;-1.26;36.588;60.03;2.203;42.01;3.849;1.85;26810.52;-2.092;0.65;0;0;0;0;0;0
DE;2000;21;21;-1.0;0;0.98;163.719;-2.04;-62.143;58.86;-1.949;38.95;-7.289;3.19;23774.43;-11.324;1.38;0;0;0;0;0;0
DE;2001;21;21;-1.0;0;-3.05;-411.429;-3.33;-63.191;57.66;-2.037;40.19;3.194;1.84;23681.67;-0.39;1.91;0;0;0;0;0;0
DE;2002;21;21;-1.0;0;-3.88;-27.195;-3.51;-5.369;59.26;2.764;42.77;6.41;0.02;25279.62;6.748;1.35;0;0;0;0;0;0
DE;2003;21;21;-1.0;0;-4.07;-4.766;-2.93;16.709;62.97;6.264;46.71;9.213;-0.73;30418.96;20.33;1.03;134.05;0;0;0;0;0
DE;2004;21;21;-1.0;0;-3.66;9.983;-2.73;6.596;64.7;2.752;48.96;4.824;0.7;34218.69;12.491;1.78;103.31;-22.931;0;0;0;0
DE;2005;21;21;-1.0;0;-3.26;11.035;-2.07;24.442;66.95;3.468;51.53;5.247;0.88;34769.26;1.609;1.95;111.73;8.152;0;0;0;0
DE;2006;21;21;-1.0;0;-1.55;52.502;-1.69;18.063;66.38;-0.85;51.06;-0.908;3.88;36507.13;4.998;1.8;111.41;-0.292;0;0;0;0
DE;2007;21;21;-1.0;0;0.31;120.039;-0.82;51.478;63.59;-4.203;48.13;-5.746;3.38;41897.51;14.765;2.27;105.47;-5.326;0;0;0;0
DE;2008;21;21;-1.0;0;-0.02;-107.097;-0.75;8.648;65.04;2.288;47.96;-0.355;0.81;45976.12;9.735;2.76;142.45;35.063;0;0;0;0
DE;2009;21;21;-1.0;0;-3.03;-13668.182;-0.86;-14.267;72.5;11.467;54.26;13.141;-5.57;41889.7;-8.888;0.22;155.07;8.858;0;0;0;0
DE;2010;21;21;-1.0;0;-4.06;-34.137;-2.19;-155.076;81.01;11.735;56.69;4.49;3.95;41876.44;-0.032;1.15;159.04;2.558;0;0;0;0
DE;2011;21;21;-1.0;0;-0.86;78.809;-1.25;42.772;78.37;-3.25;55.04;-2.919;3.72;46822.36;11.811;2.48;147.43;-7.302;0;0;0;0
DE;2012;21;21;-1.0;0;0.09;110.918;0;100.32;79.71;1.701;54.4;-1.152;0.61;43981.75;-6.067;2.15;166.22;12.748;0;0;0;0
DE;2013;21;21;-1.0;0;0.15;57.447;0.41;10075;77.35;-2.956;53.44;-1.772;0.41;46386.11;5.467;1.59;153.37;-7.732;0;0;0;0
DE;2014;21;21;-1.0;0;0.31;106.757;0.71;73.464;74.92;-3.147;51.85;-2.972;1.58;47716.19;2.867;0.77;138.42;-9.746;0;0;0;0
DE;2015;21;21;-1.0;0;0.64;109.15;0.7;-0.992;71;-5.235;48.77;-5.944;1.45;40996.51;-14.083;0.14;143.57;3.722;0;0;0;0
DK;1994;20;20;-1.0;0;-3.6;1.906;-3.6;1.879;75.24;-4.311;0;0;5.33;30054.14;8.721;2;0;0;0;0;0;0
DK;1995;20;20;-1.0;0;-3.62;-0.472;-3.62;-0.472;71.39;-5.109;38.16;0;3.03;35477.69;18.046;2.08;0;0;0;0;0;0
DK;1996;20;20;-1.0;0;-2.48;31.436;-2.48;31.409;68.26;-4.387;37.98;-0.485;2.9;35734.72;0.724;2.16;0;0;0;0;0;0
DK;1997;20;20;-1.0;0;-1.2;51.652;-1.2;51.671;64.28;-5.835;36.42;-4.11;3.26;32901.28;-7.929;2.18;0;0;0;0;0;0
DK;1998;20;20;-1.0;0;-0.39;67.667;-0.39;67.583;60.28;-6.221;37.65;3.375;2.22;33429.55;1.606;1.82;0;0;0;0;0;0
DK;1999;20;20;-1.0;0;0.87;323.969;0.87;323.393;56.76;-5.831;30.64;-18.616;2.95;33491.68;0.186;2.48;0;0;0;0;0;0
DK;2000;20;20;-1.0;0;1.89;117.146;-0.32;-136.939;52.35;-7.769;25.52;-16.718;3.75;30804.46;-8.024;2.93;0;0;0;0;0;0
DK;2001;21;20;-1.0;1;1.14;-39.534;0.38;218.38;48.51;-7.346;21.96;-13.929;0.82;30812.05;0.025;2.37;0;0;0;0;0;0
DK;2002;21;20;-1.0;1;-0.02;-101.315;0.26;-30.789;49.08;1.181;21.05;-4.144;0.47;33277.95;8.003;2.42;0;0;0;0;0;0
DK;2003;21;21;-1.0;0;-0.13;-786.667;1.1;319.392;46.15;-5.972;18.39;-12.636;0.39;40519.86;21.762;2.08;137.18;0;0;0;0;0
DK;2004;21;21;-1.0;0;2.07;1659.398;0.6;-45.966;44.18;-4.271;14.18;-22.875;2.64;46546.23;14.873;1.15;139.55;1.725;0;0;0;0
DK;2005;21;21;-1.0;0;4.95;138.814;2.14;259.228;37.4;-15.347;9.46;-33.298;2.43;48893.25;5.042;1.82;134.45;-3.655;0;0;0;0
DK;2006;21;21;-1.0;0;4.99;0.666;1.36;-36.665;31.54;-15.664;1.12;-88.172;3.8;52137.04;6.634;1.92;157.29;16.991;0;0;0;0
DK;2007;21;21;-1.0;0;5.02;0.682;2.07;52.36;27.34;-13.322;-4.61;-512.332;0.82;58655.29;12.502;1.69;177.33;12.736;0;0;0;0
DK;2008;21;21;-1.0;0;3.18;-36.633;1.2;-42.11;33.39;22.119;-6.67;-44.495;-0.71;64390.56;9.778;3.42;164.16;-7.427;0;0;0;0
DK;2009;21;21;-1.0;0;-2.81;-188.368;-0.08;-106.856;40.37;20.913;-5.91;11.369;-5.09;58018.21;-9.896;1.31;187.97;14.506;0;0;0;0
DK;2010;21;21;-1.0;0;-2.73;2.917;-2.33;-2746.341;42.88;6.22;-3.29;44.322;1.62;57782.72;-0.406;2.31;184.58;-1.803;0;0;0;0
DK;2011;21;21;-1.0;0;-2.07;24.111;-2.41;-3.042;46.41;8.232;1.13;134.316;1.16;61413.56;6.284;2.76;164.59;-10.829;0;0;0;0
DK;2012;21;21;-1.0;0;-3.51;-69.628;-2.3;4.366;45.18;-2.65;6.62;486.094;-0.08;58240.55;-5.167;2.4;178.08;8.196;0;0;0;0
DK;2013;21;21;-1.0;0;-1.07;69.57;-1.43;38;44.64;-1.193;4.01;-39.444;-0.24;60494.27;3.87;0.79;175.35;-1.535;0;0;0;0
DK;2014;21;21;-1.0;0;1.47;237.138;-1.84;-29.313;44.62;-0.038;4.85;21.088;1.26;61507.91;1.676;0.56;150.56;-14.138;0;0;0;0
DK;2015;21;21;-1.0;0;-1.95;-233.151;-1.27;31.074;45.64;2.27;6.7;38.149;1.16;52114.17;-15.272;0.45;150.83;0.184;0;0;0;0
EC;2002;5;5;-1.0;0;0.76;935.616;3.77;-8.187;52.52;-15.699;;0;4.1;2180.39;14.191;12.49;59.4;-2.541;1;1;1;1
EC;2003;5;5;-1.0;0;1;32.011;3.84;1.778;44.87;-14.566;;0;2.72;2434.98;11.676;7.93;53.82;-9.389;1;1;1;1
EC;2007;6;5;-1.0;1;2.6;-8.906;4.82;4.515;27.2;-5.661;;0;2.19;3588.31;7.067;2.28;36.43;-5.813;1;1;1;1
EC;2010;6;6;-1.0;0;-1.36;61.989;-2.39;25.79;19.68;11.045;;0;3.53;4633.25;9.225;3.55;21.83;0.845;1;1;1;1
EC;2011;6;6;-1.0;0;-0.13;90.641;-2.49;-3.843;19.43;-1.25;;0;7.87;5192.88;12.079;4.48;21.14;-3.188;1;1;1;1
EC;2012;7;6;-1.0;1;-0.94;-637.795;-3.64;-46.541;21.61;11.22;;0;5.64;5664.89;9.09;5.1;19.56;-7.485;1;1;1;1
EC;2013;7;7;-1.0;0;-4.59;-389.648;-8.85;-142.904;25.91;19.875;;0;4.55;6008.09;6.059;2.72;21.72;11.076;1;1;1;1
EC;2014;8;7;-1.0;1;-5.35;-16.521;-9.74;-10.024;31.18;20.378;;0;3.68;6296.53;4.801;3.59;26.5;22.016;1;1;1;1
